categoria_2,data_iso,ticket_id,motivo,responsavel,status,status_2,inicio_dt,fim_dt,tempo_min
,2026-01-29,1052871,Erro Plataforma,Lucas,Em espera,,2026-01-29 01:47:00,2026-01-29 01:48:00,1.0
,2026-01-29,1053268,KYC/Reembolso,Lucas,Em espera,,2026-01-29 02:39:00,2026-01-29 02:41:00,2.0
,2026-01-29,1053452,Cashback,Lucas,Aberto,,2026-01-29 03:05:00,2026-01-29 03:14:00,9.0
,2026-01-29,1053315,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-29 03:11:00,2026-01-29 03:20:00,9.0
,2026-01-29,1053471,Missão,Lucas,Aberto,,2026-01-29 05:01:00,2026-01-29 05:04:00,3.0
,2026-01-29,1053653,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-29 05:21:00,2026-01-29 05:26:00,5.0
,2026-01-29,1053716,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-29 06:37:00,,
,2026-01-29,1053701,Erro Plataforma,Lucas,Aberto,,2026-01-29 06:41:00,2026-01-29 06:44:00,3.0
,2026-01-30,1058416,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-30 19:19:00,2026-01-30 19:22:00,3.0
,2026-01-30,1058350,Erro KYC,Lucas,Aberto,,2026-01-30 19:23:00,2026-01-30 19:25:00,2.0
,2026-01-30,1058311,Cashback,Lucas,Aberto,,2026-01-30 19:30:00,2026-01-30 19:32:00,2.0
,2026-01-30,1058246,Cashback,Lucas,Aberto,,2026-01-30 19:34:00,2026-01-30 19:35:00,1.0
,2026-01-30,1058236,Cashback,Lucas,Aberto,,2026-01-30 19:38:00,2026-01-30 19:40:00,2.0
,2026-01-30,1058229,Cashback,Lucas,Aberto,,2026-01-30 19:43:00,2026-01-30 19:44:00,1.0
,2026-01-30,1058228,Cashback,Lucas,Aberto,,2026-01-30 19:52:00,2026-01-30 19:54:00,2.0
,2026-01-30,1058218,Cashback,Lucas,Aberto,,2026-01-30 19:57:00,2026-01-30 20:00:00,3.0
,2026-01-30,1058175,Cashback,Lucas,Aberto,,2026-01-30 20:56:00,2026-01-30 20:58:00,2.0
,2026-01-30,1058566,Erro KYC,Lucas,Aberto,,2026-01-30 21:07:00,2026-01-30 21:08:00,1.0
,2026-01-30,1058527,Troca de E-mail,Lucas,Aberto,,2026-01-30 21:11:00,2026-01-30 21:15:00,4.0
,2026-01-30,1058504,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-30 21:16:00,2026-01-30 21:18:00,2.0
,2026-01-30,1057751,Cashback,Lucas,Aberto,,2026-01-30 21:27:00,2026-01-30 21:31:00,4.0
,2026-01-30,1058720,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-30 22:14:00,2026-01-30 22:19:00,5.0
,2026-01-30,1058206,Cashback,Lucas,Aberto,,2026-01-30 22:58:00,2026-01-30 22:59:00,1.0
,2026-01-30,1058196,Cashback,Lucas,Aberto,,2026-01-30 23:06:00,2026-01-30 23:06:00,0.0
,2026-01-30,1058147,Cashback,Lucas,Aberto,,2026-01-30 23:16:00,2026-01-30 23:20:00,4.0
,2026-01-30,1058140,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-30 23:23:00,2026-01-30 23:24:00,1.0
,2026-01-30,1058103,Cashback,Lucas,Aberto,,2026-01-30 23:29:00,2026-01-30 23:30:00,1.0
,2026-01-30,1058083,Cashback,Lucas,Aberto,,2026-01-30 23:45:00,2026-01-30 23:49:00,4.0
,2026-01-30,1058074,Cashback,Lucas,Aberto,,2026-01-30 00:02:00,2026-01-30 00:05:00,3.0
,2026-01-30,1057997,Cashback,Lucas,Aberto,,2026-01-30 00:06:00,2026-01-30 00:07:00,1.0
,2026-01-31,1059052,"Financeiro (Depósito, saque e Devolução)",Lucas,Aberto,,2026-01-31 01:28:00,2026-01-31 01:32:00,4.0
,2026-01-31,1059245,Troca de E-mail,Lucas,Aberto,,2026-01-31 01:35:00,2026-01-31 01:38:00,3.0
,2026-01-31,1058064,Cashback,Lucas,Aberto,,2026-01-31 02:05:00,2026-01-31 02:06:00,1.0
,2026-01-31,1058005,Cashback,Lucas,Aberto,,2026-01-31 02:12:00,2026-01-31 02:14:00,2.0
,2026-01-31,1059291,KYC/Reembolso,Lucas,Aberto,,2026-01-31 02:16:00,2026-01-31 02:18:00,2.0
,2026-01-31,1058171,Aposta esportiva,Lucas,Aberto,,2026-01-31 05:10:00,2026-01-31 05:13:00,3.0
,2026-01-31,1057917,Cashback,Bárbara,Aberto,,2026-01-31 01:31:00,2026-01-31 01:32:00,1.0
,2026-01-31,1057830,Cashback,Bárbara,Aberto,,2026-01-31 01:36:00,2026-01-31 01:37:00,1.0
,2026-01-31,1057908,Troca de E-mail,Bárbara,Aberto,,2026-01-31 01:37:00,2026-01-31 01:42:00,5.0
,2026-01-31,1057779,Troca de E-mail,Bárbara,Aberto,,2026-01-31 01:45:00,2026-01-31 01:50:00,5.0
,2026-01-31,1057767,Indique e ganhe,Bárbara,Aberto,,2026-01-31 02:03:00,2026-01-31 02:06:00,3.0
,2026-01-31,1057763,Cashback,Bárbara,Aberto,,2026-01-31 02:09:00,2026-01-31 02:10:00,1.0
,2026-01-31,1057653,Cashback,Bárbara,Aberto,,2026-01-31 02:14:00,2026-01-31 02:15:00,1.0
,2026-01-31,1057638,Cashback,Bárbara,Aberto,,2026-01-31 02:17:00,2026-01-31 02:18:00,1.0
,2026-01-31,1057939,Erro Plataforma,Bárbara,Aberto,,2026-01-31 03:24:00,2026-01-31 03:28:00,4.0
,2026-01-31,1040219,"Financeiro (Depósito, saque e Devolução)",Bárbara,Aberto,,2026-01-31 03:39:00,2026-01-31 03:40:00,1.0
,2026-01-31,1058093,Cashback,Bárbara,Aberto,,2026-01-31 04:35:00,2026-01-31 04:39:00,4.0
,2026-01-31,1058106,Cashback,Bárbara,Aberto,,2026-01-31 04:47:00,2026-01-31 04:50:00,3.0
,2026-01-31,1059005,Indique e ganhe,Bárbara,Aberto,,2026-01-31 04:54:00,2026-01-31 05:18:00,24.0
,2026-01-31,1059354,Campanhas/CRM,Bárbara,Aberto,,2026-01-31 05:22:00,2026-01-31 05:26:00,4.0
,2026-01-31,1058257,Cassino,Bárbara,Em espera,,2026-01-31 05:50:00,2026-01-31 06:09:00,19.0
,2026-01-31,1058283,Campanhas/CRM,Bárbara,Aberto,,2026-01-31 06:20:00,2026-01-31 06:22:00,2.0
,2026-01-31,1057988,Cashback,Bárbara,Aberto,,2026-01-31 06:29:00,2026-02-01 02:30:00,1201.0
,2026-01-31,1059486,Indique e ganhe,Bárbara,Aberto,,2026-01-31 06:36:00,2026-01-31 06:40:00,4.0
,2026-01-31,1059523,Troca de E-mail,Bárbara,Aberto,,2026-01-31 06:42:00,2026-01-31 06:51:00,9.0
