"ticket_id","Data_iso","inicio_dt","fim_dt","tempo_min","Data","Motivo","Responsável","Status","Hora Início","Hora Fim","Tempo de Conclusão (TMA)","SLA_fila","Assertividade"
"#1030541","2026-01-23","2026-01-23 02:14:00","2026-01-23 02:17:00","3","1/23/2026","Cashback","Lucas","Em espera","02:14","02:17","3","",""
"#1032994","2026-01-23","2026-01-23 03:00:00","2026-01-23 03:08:00","8","1/23/2026","KYC/Reembolso","Lucas","Aberto","03:00","03:08","8","",""
"#1031990","2026-01-23","2026-01-23 03:17:00","2026-01-23 03:19:00","2","1/23/2026","Erro KYC","Lucas","Em espera","03:17","03:19","2","",""
"#1031749","2026-01-23","2026-01-23 03:23:00","2026-01-23 03:43:00","20","1/23/2026","KYC/Reembolso","Lucas","Aberto","03:23","03:43","20","",""
"#1033067","2026-01-23","2026-01-23 03:45:00","2026-01-23 03:48:00","3","1/23/2026","KYC/Reembolso","Lucas","Aberto","03:45","03:48","3","",""
"#1032861","2026-01-23","2026-01-23 04:03:00","2026-01-23 04:05:00","2","1/23/2026","Cashback","Lucas","Em espera","04:03","04:05","2","",""
"#1032140","2026-01-23","2026-01-23 04:10:00","2026-01-23 04:22:00","12","1/23/2026","Missão","Lucas","Aberto","04:10","04:22","12","",""
"#1033121","2026-01-23","2026-01-23 04:24:00","2026-01-23 04:27:00","3","1/23/2026","KYC/Reembolso","Lucas","Aberto","04:24","04:27","3","",""
"#1032008","2026-01-23","2026-01-23 04:35:00","2026-01-23 04:44:00","9","1/23/2026","Cashback","Lucas","Aberto","04:35","04:44","9","",""
"#1033185","2026-01-23","2026-01-23 06:12:00","2026-01-23 06:14:00","2","1/23/2026","Campanhas/CRM","Lucas","Aberto","06:12","06:14","2","",""
"#1033193","2026-01-23","2026-01-23 06:15:00","","","1/23/2026","KYC/Reembolso","Lucas","Aberto","06:15","","","",""
"#1033211","","","","","","","","","","","","",""
"#1029955","2026-01-23","2026-01-23 01:09:00","2026-01-23 01:10:00","1","1/23/2026","Cashback","Bárbara","Em espera","01:09","01:10","1","",""
"#1029994","2026-01-23","2026-01-23 01:13:00","2026-01-23 01:14:00","1","1/23/2026","Cashback","Bárbara","Em espera","01:13","01:14","1","",""
"#1030113","2026-01-23","2026-01-23 01:17:00","2026-01-23 01:18:00","1","1/23/2026","Cashback","Bárbara","Em espera","01:17","01:18","1","",""
"#1030143","2026-01-23","2026-01-23 01:21:00","2026-01-23 01:22:00","1","1/23/2026","Cashback","Bárbara","Em espera","01:21","01:22","1","",""
"#1030248","2026-01-23","2026-01-23 01:24:00","2026-01-23 01:25:00","1","1/23/2026","Cashback","Bárbara","Em espera","01:24","01:25","1","",""
"#1030384","2026-01-23","2026-01-23 01:36:00","2026-01-23 01:38:00","2","1/23/2026","Cashback","Bárbara","Em espera","01:36","01:38","2","",""
"#1030397","2026-01-23","2026-01-23 01:39:00","2026-01-23 01:40:00","1","1/23/2026","Cashback","Bárbara","Em espera","01:39","01:40","1","",""
"#1030415","2026-01-23","2026-01-23 01:44:00","2026-01-23 02:07:00","23","1/23/2026","Indique e ganhe","Bárbara","Aberto","01:44","02:07","23","",""
"#1030442","2026-01-23","2026-01-23 02:10:00","2026-01-23 02:11:00","1","1/23/2026","Cashback","Bárbara","Em espera","02:10","02:11","1","",""
"#1030448","2026-01-23","2026-01-23 02:13:00","2026-01-23 02:14:00","1","1/23/2026","Cashback","Bárbara","Em espera","02:13","02:14","1","",""
"#1030469","2026-01-23","2026-01-23 02:16:00","2026-01-23 02:17:00","1","1/23/2026","Cashback","Bárbara","Em espera","02:16","02:17","1","",""
"#1030471","2026-01-23","2026-01-23 02:18:00","2026-01-23 02:19:00","1","1/23/2026","Cashback","Bárbara","Em espera","02:18","02:19","1","",""
"#1030485","2026-01-23","2026-01-23 02:23:00","2026-01-23 02:24:00","1","1/23/2026","Cashback","Bárbara","Em espera","02:23","02:24","1","",""
"#1030492","2026-01-23","2026-01-23 02:25:00","2026-01-23 02:26:00","1","1/23/2026","Cashback","Bárbara","Em espera","02:25","02:26","1","",""
"#1030493","2026-01-23","2026-01-23 02:26:00","2026-01-23 02:30:00","4","1/23/2026","KYC/Reembolso","Bárbara","Aberto","02:26","02:30","4","",""
"#1030578","2026-01-23","2026-01-23 02:37:00","2026-01-23 02:38:00","1","1/23/2026","Cashback","Bárbara","Em espera","02:37","02:38","1","",""
"#1030634","2026-01-23","2026-01-23 02:40:00","2026-01-23 02:41:00","1","1/23/2026","Cashback","Bárbara","Em espera","02:40","02:41","1","",""
"#1030917","2026-01-23","2026-01-23 03:14:00","2026-01-23 03:16:00","2","1/23/2026","Cashback","Bárbara","Aberto","03:14","03:16","2","",""
"#1030802","2026-01-23","2026-01-23 04:28:00","2026-01-23 04:29:00","1","1/23/2026","Cashback","Bárbara","Em espera","04:28","04:29","1","",""
"#1030957","2026-01-23","2026-01-23 04:38:00","2026-01-23 04:41:00","3","1/23/2026","Cashback","Bárbara","Aberto","04:38","04:41","3","",""
"#1031253","2026-01-23","2026-01-23 05:50:00","2026-01-23 06:05:00","15","1/23/2026","Cashback","Bárbara","Aberto","05:50","06:05","15","",""
"#1031218","2026-01-23","2026-01-23 06:17:00","","","1/23/2026","Cashback","Bárbara","Aberto","06:17","","","",""
"#1038969","2026-01-24","2026-01-24 19:39:00","2026-01-24 19:42:00","3","1/24/2026","KYC/Reembolso","Bárbara","Aberto","19:39","19:42","3","",""
"#1008129","2026-01-24","2026-01-24 22:48:00","2026-01-24 22:49:00","1","1/24/2026","Cashback","Bárbara","Em espera","22:48","22:49","1","",""
"#1039160","2026-01-24","2026-01-24 22:50:00","2026-01-24 22:53:00","3","1/24/2026","KYC/Reembolso","Bárbara","Aberto","22:50","22:53","3","",""
"#1039173","2026-01-24","2026-01-24 23:13:00","2026-01-24 23:18:00","5","1/24/2026","Aposta esportiva","Lucas","Aberto","23:13","23:18","5","",""
"#1039175","2026-01-24","2026-01-24 23:21:00","2026-01-24 23:36:00","15","1/24/2026","Giros","Lucas","Aberto","23:21","23:36","15","",""
"#1039303","2026-01-25","2026-01-25 01:14:00","2026-01-25 01:20:00","6","1/25/2026","Financeiro (Depósito, saque e Devolução)","Lucas","Aberto","01:14","01:20","6","",""
"#1039677","2026-01-25","2026-01-25 03:16:00","2026-01-25 03:38:00","22","1/25/2026","Giros","Lucas","Aberto","03:16","03:38","22","",""
"#1040010","2026-01-25","2026-01-25 03:45:00","2026-01-25 03:46:00","1","1/25/2026","Financeiro (Depósito, saque e Devolução)","Lucas","Aberto","03:45","03:46","1","",""
"#1040144","2026-01-25","2026-01-25 05:39:00","2026-01-25 05:42:00","3","1/25/2026","Cashback","Lucas","Em espera","05:39","05:42","3","",""
"#1040186","2026-01-25","2026-01-25 05:54:00","","","1/25/2026","Troca de E-mail","Lucas","Aberto","05:54","","","",""
